Gender,Age,AgeGroup,TotalSpendings,ServiceCost,Profit
Male,40,40-44,42024.81,34875.24,7149.57
male,52,50-54,45173.93,46082.26,-908.33
Female,32,30-34,49473.03,35117.16,14355.87
Male,32,30-34,38127.22,17555.93,20571.29
female,47,45-49,49198.1,20938.06,28260.04
male,54,50-54,38958.51,24480.44,14478.07
male,40,40-44,60124.72,28839.83,31284.89
female,49,45-49,48996.62,32792.09,16204.53
Male,51,50-54,55275.59,35763.63,19511.96
Female,47,45-49,32274.27,27612.2,4662.07
Male,54,50-54,55897.58,32048.23,23849.35
female,44,40-44,64972.24,21348.81,43623.43
male,36,35-39,51176.11,24352.07,26824.04
Female,39,35-39,55221.41,37079.69,18141.72
male,50,50-54,47619.15,33617.14,14002.01
female,52,50-54,53752.88,34615.59,19137.29
Male,49,45-49,66011.83,21685.56,44326.27
Female,39,35-39,72462.58,29696.76,42765.82
male,42,40-44,53171.81,30682.75,22489.06
male,44,40-44,39803.19,32583.65,7219.54
male,52,50-54,56233.07,38138.1,18094.97
Male,47,45-49,37623.57,30361.0,7262.57
Female,52,50-54,43755.82,42722.66,1033.16
Male,33,30-34,44898.14,14278.17,30619.97
Male,49,45-49,70411.75,27533.71,42878.04
Male,46,45-49,64287.09,38259.06,26028.03
female,32,30-34,62216.27,24028.73,38187.54
female,50,50-54,58207.72,36669.85,21537.87
female,50,50-54,40915.9,30783.05,10132.85
Female,31,30-34,52362.17,45185.78,7176.39
Male,33,30-34,68379.18,28790.67,39588.51
Male,30,30-34,54475.37,28886.68,25588.69
female,44,40-44,60301.47,44409.53,15891.94
Male,54,50-54,33901.72,27108.36,6793.36
Male,30,30-34,57218.76,38450.02,18768.74
male,35,35-39,39456.67,32460.65,6996.02
Male,36,35-39,47790.98,38697.35,9093.63
male,48,45-49,64220.32,27207.41,37012.91
Male,41,40-44,53471.63,29147.76,24323.87
Female,30,30-34,58150.16,27059.8,31090.36
female,36,35-39,48150.19,14209.19,33941.0
male,48,45-49,30739.87,27879.5,2860.37
female,42,40-44,40647.17,55616.01,-14968.84
male,41,40-44,56802.43,24141.31,32661.12
male,41,40-44,53347.14,31167.73,22179.41
male,51,50-54,66624.35,39529.32,27095.03
Female,42,40-44,51266.03,34172.2,17093.83
Male,43,40-44,41071.96,29379.46,11692.5
male,51,50-54,49741.75,22846.1,26895.65
Female,41,40-44,59978.28,41538.78,18439.5
male,49,45-49,32429.05,38868.96,-6439.91
Male,41,40-44,53456.48,41348.32,12108.16
male,35,35-39,37395.06,40548.3,-3153.24
Female,39,35-39,51627.13,18579.83,33047.3
Male,49,45-49,57264.44,27185.58,30078.86
Female,53,50-54,55518.74,32487.77,23030.97
Male,38,35-39,63403.89,22390.53,41013.36
Male,31,30-34,52507.31,24958.7,27548.61
female,36,35-39,55135.82,35124.61,20011.21
female,38,35-39,55485.54,34794.78,20690.76
female,54,50-54,40302.75,44087.03,-3784.28
Male,41,40-44,48725.21,24230.11,24495.1
male,34,30-34,25410.12,22559.83,2850.29
Female,30,30-34,53768.81,46785.16,6983.65
Female,51,50-54,22484.2,28034.18,-5549.98
Female,44,40-44,58490.96,14798.67,43692.29
female,37,35-39,66533.12,33197.2,33335.92
Male,30,30-34,54987.27,21399.97,33587.3
female,47,45-49,56530.76,26909.79,29620.97
male,42,40-44,62048.72,18658.86,43389.86
Male,30,30-34,45651.68,38891.79,6759.89
Female,34,30-34,37275.06,33265.69,4009.37
female,47,45-49,49140.13,19682.5,29457.63
female,45,45-49,42370.75,31586.79,10783.96
male,39,35-39,50767.62,35368.77,15398.85
male,33,30-34,52547.38,28306.75,24240.63
female,30,30-34,45217.82,43243.04,1974.78
male,52,50-54,42862.81,38331.93,4530.88
Female,37,35-39,28458.68,26145.51,2313.17
male,34,30-34,48311.84,28186.37,20125.47
male,31,30-34,45631.53,20107.04,25524.49
female,53,50-54,46340.62,16426.97,29913.65
female,46,45-49,57316.36,23037.19,34279.17
Male,36,35-39,69652.75,24377.97,45274.78
Male,46,45-49,46431.21,40611.8,5819.41
female,35,35-39,53860.53,19001.96,34858.57
male,51,50-54,52540.39,30778.8,21761.59
male,44,40-44,61346.5,31716.1,29630.4
Male,34,30-34,40882.22,24343.0,16539.22
Male,44,40-44,40587.08,38155.98,2431.1
Male,47,45-49,41752.22,27499.44,14252.78
Female,47,45-49,27324.91,25258.74,2066.17
Female,54,50-54,49539.95,43138.59,6401.36
Male,50,50-54,39473.51,23264.29,16209.22
male,50,50-54,52511.78,36227.83,16283.95
Male,52,50-54,26075.88,25457.96,617.92
Female,35,35-39,49429.91,20278.48,29151.43
male,31,30-34,47438.29,27356.57,20081.72
Female,46,45-49,44550.37,48846.03,-4295.66
male,50,50-54,59982.05,18449.68,41532.37
Female,33,30-34,41953.91,24396.75,17557.16
male,41,40-44,53037.32,39832.72,13204.6
male,48,45-49,43681.69,22481.47,21200.22
male,31,30-34,66590.41,25184.62,41405.79
male,31,30-34,48630.4,31077.34,17553.06
female,43,40-44,56758.08,28201.15,28556.93
Female,44,40-44,56096.92,34070.88,22026.04
Female,49,45-49,61456.29,27898.05,33558.24
female,31,30-34,51460.83,30046.21,21414.62
male,33,30-34,36825.39,28954.15,7871.24
male,48,45-49,54429.82,23459.14,30970.68
Female,38,35-39,52771.39,15198.72,37572.67
female,36,35-39,19638.22,45375.12,-25736.9
male,42,40-44,33280.76,23372.08,9908.68
male,41,40-44,57059.41,23850.65,33208.76
male,32,30-34,64203.94,31587.17,32616.77
Male,42,40-44,49173.0,21724.68,27448.32
female,44,40-44,58092.32,37325.93,20766.39
male,43,40-44,51091.6,32036.88,19054.72
Male,53,50-54,50364.07,27830.12,22533.95
female,38,35-39,48568.21,26002.59,22565.62
male,42,40-44,50807.22,20396.33,30410.89
Female,52,50-54,53884.06,32506.65,21377.41
Male,51,50-54,45982.85,31089.58,14893.27
Male,33,30-34,62467.0,24831.92,37635.08
male,50,50-54,39997.95,34192.7,5805.25
male,37,35-39,67011.45,42644.23,24367.22
Male,32,30-34,47845.08,30117.59,17727.49
Female,31,30-34,49479.66,28022.1,21457.56
Female,48,45-49,43723.33,22314.92,21408.41
female,52,50-54,54094.22,28727.23,25366.99
male,37,35-39,46233.4,26644.81,19588.59
Female,46,45-49,45245.75,21627.7,23618.05
female,42,40-44,56129.71,33609.96,22519.75
Female,36,35-39,61611.78,32187.19,29424.59
male,38,35-39,39578.94,30611.17,8967.77
female,41,40-44,58255.78,27102.3,31153.48
female,43,40-44,62478.92,37371.5,25107.42
female,43,40-44,32350.07,15997.57,16352.5
Female,44,40-44,41539.26,16375.15,25164.11
male,32,30-34,62238.32,31803.86,30434.46
female,44,40-44,53731.56,40115.07,13616.49
Male,48,45-49,67092.91,30964.16,944370.4512124409
male,53,50-54,48226.9,31016.79,17210.11
Male,49,45-49,44739.69,21622.3,23117.39
Male,43,40-44,63613.63,12844.21,50769.42
female,37,35-39,41643.86,22202.93,19440.93
female,34,30-34,47559.36,35154.25,12405.11
Female,48,45-49,55594.83,17419.91,38174.92
Female,33,30-34,56584.64,23185.18,33399.46
Female,43,40-44,42023.47,17470.58,24552.89
male,45,45-49,52606.84,22758.31,29848.53
Female,49,45-49,47090.97,39119.64,7971.33
Male,53,50-54,33172.73,25152.59,8020.14
Female,35,35-39,45389.2,37314.89,8074.31
female,52,50-54,33657.12,25351.76,8305.36
Female,54,50-54,43405.41,41529.67,1875.74
male,35,35-39,37984.02,32792.42,5191.6
male,32,30-34,57738.25,26314.06,31424.19
Male,44,40-44,53003.64,28705.32,24298.32
male,32,30-34,65386.22,18467.65,46918.57
Female,40,40-44,40782.35,25911.81,14870.54
female,32,30-34,51232.76,41364.54,9868.22
male,39,35-39,38970.27,32874.47,6095.8
Male,47,45-49,43684.18,13297.92,30386.26
Female,30,30-34,46005.33,28631.33,17374.0
Male,45,45-49,69736.47,31344.48,38391.99
male,45,45-49,53638.9,36004.54,17634.36
male,39,35-39,48722.37,27001.19,21721.18
Male,30,30-34,60790.1,29039.61,31750.49
Female,33,30-34,56729.95,38261.96,18467.99
male,32,30-34,49439.17,28053.99,21385.18
female,34,30-34,56751.94,24170.41,32581.53
male,41,40-44,46942.41,36685.92,10256.49
Female,54,50-54,79856.4,36835.39,43021.01
male,41,40-44,62200.13,12713.42,49486.71
Male,42,40-44,45934.07,32071.49,13862.58
male,53,50-54,57592.42,21940.99,35651.43
male,41,40-44,55488.9,33199.29,22289.61
Female,54,50-54,52831.1,37620.69,15210.41
Male,45,45-49,55147.85,34953.96,20193.89
Female,42,40-44,41875.64,35743.56,6132.08
male,34,30-34,45649.42,24717.13,20932.29
female,53,50-54,66586.91,26339.4,40247.51
male,33,30-34,52040.19,34741.51,17298.68
Female,50,50-54,42997.49,30567.48,12430.01
female,44,40-44,48598.18,17652.52,30945.66
Female,41,40-44,44658.21,37131.33,7526.88
Female,48,45-49,58977.26,18292.74,40684.52
Male,50,50-54,44391.61,32598.11,11793.5
female,48,45-49,50441.34,31658.15,18783.19
male,50,50-54,43374.81,39452.62,3922.19
Female,40,40-44,72079.08,28113.81,43965.27
male,50,50-54,56292.19,13768.3,42523.89
Male,35,35-39,55895.94,31146.35,24749.59
Male,38,35-39,56978.27,32660.82,24317.45
female,30,30-34,46053.8,38588.99,7464.81
Male,41,40-44,65212.68,25776.76,39435.92
Male,43,40-44,49323.19,35625.56,13697.63
male,35,35-39,67728.05,37176.27,30551.78
Male,30,30-34,46751.96,24142.76,22609.2
Male,51,50-54,57154.8,32536.01,24618.79
Female,31,30-34,51668.22,18224.23,33443.99
Male,53,50-54,52676.45,34512.83,18163.62
Female,40,40-44,33299.82,31779.09,1520.73
Male,32,30-34,40168.0,20090.43,20077.57
Male,39,35-39,65099.55,26824.53,38275.02
female,35,35-39,37111.81,38679.52,-1567.71
female,35,35-39,58920.3,31598.79,27321.51
Female,49,45-49,75999.79,24537.63,51462.16
Male,50,50-54,55530.11,23857.73,31672.38
male,31,30-34,71267.48,38025.32,33242.16
female,53,50-54,56921.13,26071.69,30849.44
male,39,35-39,52628.57,31764.92,20863.65
female,52,50-54,53746.45,26696.21,27050.24
female,35,35-39,48226.22,12302.41,35923.81
Male,52,50-54,47918.91,24774.11,23144.8
female,46,45-49,44748.39,39103.72,5644.67
male,43,40-44,54231.98,47151.58,7080.4
female,34,30-34,72003.85,23813.03,48190.82
Female,52,50-54,64244.73,32666.6,31578.13
Male,46,45-49,52048.75,48629.97,3418.78
Male,31,30-34,56142.1,39607.63,16534.47
Female,38,35-39,49146.06,20301.87,28844.19
Female,41,40-44,64214.6,27883.32,36331.28
Female,48,45-49,33677.02,32061.46,1615.56
female,51,50-54,69305.93,40181.7,29124.23
Male,36,35-39,44547.52,20374.01,24173.51
Female,38,35-39,46159.51,36193.73,9965.78
female,50,50-54,37772.78,35628.53,2144.25
Female,45,45-49,51547.51,27568.15,23979.36
male,49,45-49,43191.37,47153.18,-3961.81
male,40,40-44,61634.86,22708.96,38925.9
Male,41,40-44,56751.32,32912.77,23838.55
female,44,40-44,43063.48,31595.22,11468.26
male,47,45-49,41230.48,33008.06,8222.42
male,48,45-49,43580.27,39243.83,4336.44
female,45,45-49,40543.49,19258.63,21284.86
Female,44,40-44,47204.51,31268.19,15936.32
female,34,30-34,41592.81,45756.26,-4163.45
Female,40,40-44,61682.71,36385.91,25296.8
male,44,40-44,45016.52,24713.02,20303.5
male,47,45-49,55757.02,23599.9,32157.12
male,42,40-44,55839.18,34142.2,21696.98
Male,33,30-34,31468.87,26085.5,5383.37
Male,46,45-49,57134.48,28857.46,28277.02
Male,33,30-34,32931.2,24052.33,8878.87
female,45,45-49,41661.59,46591.66,-4930.07
male,52,50-54,56673.66,32771.64,23902.02
male,44,40-44,51248.37,30422.16,20826.21
female,43,40-44,46595.58,16940.75,29654.83
Male,41,40-44,32170.22,23395.88,8774.34
female,32,30-34,59646.39,29512.43,30133.96
Male,39,35-39,54340.99,29522.0,24818.99
male,37,35-39,41435.38,43287.13,-1851.75
Female,35,35-39,40384.6,30990.22,9394.38
Male,51,50-54,60268.83,38306.39,21962.44
male,43,40-44,53004.04,31434.4,21569.64
male,46,45-49,36397.01,36888.05,-491.04
Female,50,50-54,42696.02,16656.22,26039.8
male,48,45-49,69572.91,19948.01,49624.9
male,45,45-49,60022.38,37390.46,22631.92
Male,44,40-44,50005.71,41972.33,8033.38
Male,44,40-44,50223.71,16348.33,33875.38
Female,30,30-34,28246.19,30097.58,-1851.39
Female,53,50-54,63066.24,18003.49,45062.75
male,52,50-54,45485.81,24686.65,20799.16
Male,52,50-54,41913.32,14793.25,27120.07
Female,41,40-44,57499.73,29052.48,28447.25
Female,39,35-39,43700.46,28524.1,15176.36
female,43,40-44,31770.34,28427.15,3343.19
Female,39,35-39,54098.09,27658.76,26439.33
male,39,35-39,34845.38,35079.29,-233.91
Male,49,45-49,49412.05,43715.69,5696.36
Female,40,40-44,53176.09,20329.86,32846.23
female,51,50-54,47221.6,23275.93,23945.67
Male,45,45-49,47266.33,31035.16,16231.17
Female,38,35-39,65509.24,27855.75,37653.49
female,44,40-44,65652.99,27467.03,38185.96
Female,43,40-44,40824.6,19500.55,21324.05
Male,48,45-49,44052.43,26354.15,17698.28
Male,38,35-39,44601.33,26434.25,18167.08
Male,33,30-34,49685.61,31750.47,17935.14
male,50,50-54,49180.17,22740.3,26439.87
Female,36,35-39,67170.83,37138.89,30031.94
male,51,50-54,48144.68,19882.38,28262.3
Male,37,35-39,39697.35,42433.46,-2736.11
female,53,50-54,44119.84,23458.2,20661.64
Female,37,35-39,53733.8,41538.25,12195.55
male,48,45-49,47428.75,24000.72,23428.03
Female,44,40-44,53136.05,36644.57,16491.48
female,45,45-49,47558.25,27081.2,20477.05
male,51,50-54,57247.98,30644.71,26603.27
Male,52,50-54,49117.35,34814.69,14302.66
male,38,35-39,37835.97,27331.5,10504.47
Female,41,40-44,46531.46,14773.36,31758.1
Female,45,45-49,72114.06,24912.17,47201.89
Female,33,30-34,62362.25,25955.84,36406.41
Female,34,30-34,38383.32,43828.22,-5444.9
Male,37,35-39,67783.93,29622.3,38161.63
male,30,30-34,51371.03,31364.87,20006.16
Male,35,35-39,45116.16,29075.05,16041.11
Male,44,40-44,47184.18,31743.38,15440.8
Male,33,30-34,50568.22,20097.78,30470.44
Female,50,50-54,60840.64,24503.6,36337.04
Female,40,40-44,51900.29,35300.25,16600.04
Female,34,30-34,53334.02,28214.34,25119.68
male,47,45-49,62113.3,29189.59,32923.71
female,53,50-54,46009.1,29838.46,16170.64
Female,44,40-44,53024.32,35504.73,17519.59
male,47,45-49,54388.76,24873.35,29515.41
Female,49,45-49,51347.28,30799.39,20547.89
Female,42,40-44,54990.03,12774.03,42216.0
Male,34,30-34,43087.93,17105.28,25982.65
Male,30,30-34,59799.98,28010.66,31789.32
Male,51,50-54,44461.45,21158.02,23303.43
male,47,45-49,54546.55,37866.16,16680.39
female,43,40-44,52103.9,21455.15,30648.75
female,34,30-34,43133.87,28977.75,14156.12
male,35,35-39,66224.61,36419.43,29805.18
Female,53,50-54,67165.63,33946.18,33219.45
male,54,50-54,40791.66,25642.13,15149.53
Female,45,45-49,57992.95,26880.87,31112.08
male,51,50-54,48774.62,33797.49,14977.13
male,50,50-54,43261.69,36455.08,6806.61
male,41,40-44,53685.1,41975.48,11709.62
female,49,45-49,58337.91,36441.61,21896.3
Male,47,45-49,51610.83,35483.04,16127.79
male,31,30-34,46365.02,32740.86,13624.16
female,52,50-54,63294.23,30966.87,32327.36
Male,50,50-54,63653.98,27032.72,36621.26
Male,52,50-54,43171.09,33987.63,9183.46
male,42,40-44,50908.88,28108.39,22800.49
Female,46,45-49,34210.35,35571.87,-1361.52
Female,46,45-49,58353.42,35778.85,22574.57
Female,45,45-49,63275.0,33761.82,29513.18
male,50,50-54,53895.44,25021.82,28873.62
Female,47,45-49,39646.12,29293.72,10352.4
female,37,35-39,66152.97,38670.83,27482.14
female,32,30-34,70304.16,16344.71,53959.45
female,46,45-49,45681.24,31520.62,14160.62
female,47,45-49,54454.61,36056.44,18398.17
Male,52,50-54,58166.74,33476.98,24689.76
female,35,35-39,57873.78,46554.89,11318.89
Female,37,35-39,50481.94,17105.12,33376.82
male,52,50-54,67978.74,20530.83,47447.91
Female,42,40-44,34347.04,31458.56,2888.48
female,37,35-39,34475.09,37455.69,-2980.6
Male,48,45-49,49843.15,30458.92,19384.23
female,35,35-39,67435.63,40543.96,26891.67
male,52,50-54,61596.93,25382.04,36214.89
Female,44,40-44,35066.73,27817.1,7249.63
male,39,35-39,78434.5,36101.48,42333.02
male,46,45-49,55543.43,27170.06,28373.37
male,30,30-34,38477.8,37495.07,982.73
Female,36,35-39,49078.79,35558.07,13520.72
female,42,40-44,59671.45,26669.32,33002.13
male,32,30-34,62524.75,32396.46,30128.29
Female,48,45-49,49340.24,26175.89,23164.35
Male,44,40-44,55221.64,22861.95,32359.69
Female,34,30-34,48752.18,26869.47,21882.71
Male,40,40-44,49341.49,28564.51,20776.98
Female,51,50-54,57247.88,30893.74,26354.14
female,47,45-49,64407.15,29130.6,35276.55
male,32,30-34,38625.37,15959.94,22665.43
female,35,35-39,47672.13,37926.83,9745.3
Female,32,30-34,43980.63,16381.88,27598.75
male,34,30-34,39919.95,31510.68,8409.27
Male,38,35-39,39409.58,24072.2,15337.38
Female,48,45-49,50249.51,31168.4,19081.11
male,42,40-44,39274.4,28206.82,-8428.370292051095
Male,35,35-39,38935.35,32781.8,6153.55
Male,40,40-44,48206.48,34163.62,14042.86
female,50,50-54,40205.52,38303.25,1902.27
Female,50,50-54,55085.94,36185.14,18900.8
Male,43,40-44,45208.54,30331.09,14877.45
male,35,35-39,38054.85,37545.63,509.22
Male,35,35-39,73257.2,25929.47,47327.73
Male,46,45-49,28672.42,43447.25,-14774.83
female,40,40-44,58563.05,25244.93,33318.12
female,44,40-44,53461.01,26241.8,27219.21
male,38,35-39,45152.55,15464.32,29688.23
female,50,50-54,40922.86,24658.03,16264.83
Male,46,45-49,67284.2,27863.56,39420.64
Male,53,50-54,71238.95,27821.49,43417.46
female,36,35-39,47071.9,43463.21,3608.69
Male,36,35-39,45617.64,34679.97,10937.67
Male,50,50-54,61287.46,37512.07,23775.39
male,30,30-34,47539.97,30000.96,17539.01
female,54,50-54,55834.55,24391.32,31443.23
Male,54,50-54,55580.15,47431.16,8148.99
female,37,35-39,50373.25,29192.62,21180.63
male,34,30-34,51650.99,35155.8,16495.19
female,48,45-49,53695.94,22419.73,31276.21
Male,37,35-39,39114.16,20635.09,18479.07
female,46,45-49,43202.68,41966.57,1236.11
Male,48,45-49,52257.61,33460.03,18797.58
Male,41,40-44,45457.21,28220.37,17236.84
Male,52,50-54,77773.53,28490.94,49282.59
male,44,40-44,51325.78,21719.13,29606.65
female,33,30-34,32618.05,25511.52,7106.53
male,52,50-54,21860.56,33405.73,-11545.17
female,41,40-44,58210.6,30365.2,27845.4
male,42,40-44,51412.63,36022.5,15390.13
Female,43,40-44,64406.81,8074.05,56332.76
Male,34,30-34,43560.01,31394.4,12165.61
Male,51,50-54,48794.11,36238.67,12555.44
male,45,45-49,52792.13,12350.76,40441.37
Female,36,35-39,48449.4,21727.95,26721.45
Male,44,40-44,47622.58,18431.64,29190.94
female,42,40-44,57255.99,40372.23,16883.76
male,45,45-49,41662.2,30576.75,11085.45
Male,41,40-44,55356.81,31129.08,24227.73
Male,36,35-39,68285.08,39075.74,29209.34
male,45,45-49,66551.38,29113.55,37437.83
male,52,50-54,31941.23,24801.17,7140.06
female,52,50-54,45102.19,31369.65,13732.54
female,42,40-44,52905.72,33441.8,19463.92
Male,52,50-54,62778.95,20953.25,41825.7
Male,32,30-34,52098.98,42531.32,9567.66
male,44,40-44,62797.7,14854.06,47943.64
Male,32,30-34,43306.2,32611.64,10694.56
Male,36,35-39,53297.97,43389.65,9908.32
male,47,45-49,53549.65,30968.3,22581.35
Male,43,40-44,63133.44,13561.09,49572.35
Male,47,45-49,59085.56,41892.79,17192.77
Female,48,45-49,56900.01,26150.29,30749.72
female,43,40-44,58493.3,36247.03,22246.27
male,49,45-49,37903.99,33351.4,4552.59
Female,35,35-39,48285.38,29870.24,18415.14
female,37,35-39,39950.93,13528.56,26422.37
female,36,35-39,43468.8,33255.63,10213.17
female,49,45-49,48262.55,35904.81,12357.74
Female,47,45-49,27436.03,17192.15,10243.88
Female,47,45-49,48623.2,43396.67,5226.53
female,44,40-44,42171.82,26910.6,15261.22
Male,49,45-49,39438.95,44531.22,-5092.27
Male,51,50-54,50958.57,35336.18,15622.39
Female,48,45-49,46112.66,30189.38,15923.28
Female,51,50-54,53415.02,30838.07,22576.95
Female,50,50-54,43511.78,37878.66,5633.12
female,50,50-54,48244.0,42223.89,6020.11
Male,31,30-34,74586.84,22225.07,52361.77
Female,37,35-39,56231.01,25211.43,31019.58
Female,50,50-54,41539.28,43264.23,-1724.95
male,40,40-44,62394.32,22942.69,39451.63
female,47,45-49,65484.08,30177.14,35306.94
male,52,50-54,55986.82,24501.69,31485.13
Male,42,40-44,42180.44,35913.72,6266.72
male,38,35-39,60329.8,10290.51,50039.29
male,38,35-39,44226.88,35877.31,8349.57
male,46,45-49,63508.47,39282.86,24225.61
female,36,35-39,47590.81,35259.75,12331.06
Male,38,35-39,47204.85,23348.45,23856.4
male,51,50-54,55240.57,1653.45,53587.12
female,30,30-34,64102.66,24580.15,39522.51
Male,31,30-34,73682.18,35214.22,38467.96
Female,33,30-34,50270.15,29803.5,20466.65
male,43,40-44,45903.27,37030.46,8872.81
Male,33,30-34,41793.29,28230.17,13563.12
male,31,30-34,35181.25,27825.32,7355.93
Female,37,35-39,39939.63,42801.5,-2861.87
Male,47,45-49,52356.4,24476.2,27880.2
female,48,45-49,60546.51,35172.45,25374.06
Male,43,40-44,40962.6,36272.73,4689.87
female,49,45-49,57871.32,48971.11,8900.21
Male,54,50-54,41380.98,43245.59,-1864.61
female,39,35-39,42596.59,34392.22,8204.37
Female,46,45-49,39304.52,35677.97,3626.55
Female,37,35-39,63318.4,40095.04,23223.36
Female,43,40-44,66064.04,24867.27,41196.77
Male,50,50-54,42708.87,44091.49,-1382.62
Female,52,50-54,41908.59,29750.43,12158.16
male,37,35-39,56225.71,35453.91,20771.8
Female,34,30-34,67280.31,32891.85,34388.46
female,45,45-49,66139.19,23943.87,42195.32
female,37,35-39,46149.4,26952.11,19197.29
female,39,35-39,48164.52,23620.95,24543.57
Male,37,35-39,37684.58,31754.24,5930.34
male,38,35-39,46036.62,17744.96,28291.66
Female,47,45-49,50966.32,22088.32,28878.0
male,32,30-34,36502.24,26453.0,10049.24
male,46,45-49,44550.12,28738.13,15811.99
female,49,45-49,52222.14,41646.72,10575.42
female,44,40-44,34800.25,37959.72,-3159.47
female,50,50-54,54690.6,29061.57,25629.03
Male,46,45-49,60203.94,44515.24,15688.7
male,37,35-39,55700.3,32684.88,23015.42
male,31,30-34,45032.08,35392.98,9639.1
Male,46,45-49,61719.97,14871.13,46848.84
Male,47,45-49,63874.47,22466.01,41408.46
Male,34,30-34,53177.89,38381.19,14796.7
male,38,35-39,51490.38,35238.1,16252.28
